33,completed,983.37,23653.16,16.29,15809.13,72375.16,2023-07-20 08:09:29,2023-11-22 08:09:29,589,111535.54,check,,,,2a04ZfxBBAf/ePoPGEyks5v0fuvOFL8uH6/6lQ6UFHwmQI.dK3E.py88O,2a04sIcaiIh0.zYooKhRypt0led.N8ZMYuzHSOv9837BdGHoyt92u63tS,33
34,completed,2175.52,102365.58,5.08,91546.13,100117.62,2023-09-01 01:28:40,2024-02-17 01:28:40,723,151815.65,card,2a04SXEuhCTi82mCPj6aNlICfu8u8/e3cR5IGMBWR2uWW.jnYr.3q4neG,2/25,731,,,34
35,pending,1332.71,109.22,10.35,57222.98,87684.58,2023-07-01 12:38:16,2024-01-11 12:38:16,814,152939.60,card,2a043Rmgg28FFhqbNNHd4WW.E.7ooaMZTY1a3T6/9tMWTVuQiSvdegObO,11/26,346,,,35
36,completed,2067.57,63892.97,10.06,80373.26,73638.40,2024-01-18 11:18:44,2024-08-29 11:18:44,586,182411.72,card,2a04bYC/snLTj5xs2wQXuHzrUuszqGLkGsGQylk/TBLQnSqb/sCHaYcn6,11/29,137,,,36
37,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,37
38,completed,4531.85,4386.95,13.53,34841.99,68537.80,2023-06-29 06:24:23,2024-01-20 06:24:23,782,189126.47,card,2a04bkZtF9ZpjYTeFH4zqyF/JOE9pYofuDA5EyKG4vgYoNTVxJbiqzL8O,2/29,613,,,38
39,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,39
40,completed,2631.82,91616.39,9.54,11473.73,59229.95,2023-03-22 08:52:06,2023-09-09 08:52:06,774,69672.19,card,2a04oz1EJJ7wE30n03kII.xD6Oo87uYHB.aupzwegJ5FhS4ilWi9AMQcm,12/27,245,,,40
41,completed,3820.74,23570.72,16.31,28414.45,27776.90,2024-01-09 07:09:24,2024-07-28 07:09:24,525,177422.88,check,,,,2a04iOHq39DxV41t/xo1HxQ6/OUGhcfuS14gZOuQPSXJko3f0e0SQc9wO,2a04FmIs29PgyEfH7vPlJVzMz.YA3DhlqxU1gE4yzG74bBK9Ff8UnU3Yu,41
42,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,42
43,pending,3604.40,11332.06,5.9,9926.70,53948.68,2023-06-27 09:11:22,2023-12-05 09:11:22,812,81671.70,card,2a04WjX/J41od7A31o/1GW62FucQgmHD9iS5l5gFb8uziDfBgZ4dzDWoO,12/25,081,,,43
44,pending,2291.46,85209.84,7.63,100492.18,29623.32,2023-06-13 03:48:50,2023-12-29 03:48:50,660,181021.84,check,,,,2a04byIfHBnVRp4ZwAWiWSjJleEkbLbjSmu9NoNEetJ1OhGLDxhv7U.6G,2a04nW1ESYy0z.hX7pV3I3DbduItvY1Uoybi5BEGNTyF3nsAQ76yvvpn6,44
45,completed,2165.38,23203.84,7.45,91157.35,7510.60,2023-02-16 09:41:13,2023-08-06 09:41:13,710,173305.29,card,2a04D/gXKwGZvWPqx9OtzTQLqu.XAjgrCvGj/VoqTUylihGTQzZnt9N52,1/29,985,,,45
46,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,46
47,completed,2335.58,87771.97,14.03,80900.13,112415.06,2023-03-14 08:52:49,2023-09-11 08:52:49,824,121724.13,check,,,,2a04hSDt/CZbUzRpkyUVtT5GwugRBLhQw5dV33uLTePeZt3m5GqWyCQTq,2a04T7XyTVJITdzr9a1LCZhRmOerr6m2OzVfPmPetgR/505PF14/R9Z0a,47
48,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,48
49,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,49
50,completed,705.37,30069.65,12.2,77810.63,93214.85,2023-02-13 02:55:58,2023-08-11 02:55:58,777,150750.00,card,2a04T1ex6PB1xLM1oZiSlVcYKubEFXaeyF7EW0QvGsJL9fxL.OKFoIIeO,12/26,040,,,50
51,completed,2023.40,112347.82,12.69,15872.91,2991.57,2023-03-13 13:20:09,2023-10-18 13:20:09,810,180769.46,check,,,,2a04dZKoBMV/zV4KqHhWHEQZzuMmkoeajiPBeN29MqejyLSisLT2.kR6O,2a04wbBvg8UvoXwAEPO0aaSine8ZSKg3dQd.Vatm5nKvMF3K8jEV4l7uC,51
52,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,52
53,completed,1883.22,90407.75,11.88,97800.19,1143.89,2023-01-30 15:14:40,2023-05-10 15:14:40,529,33664.01,card,2a04ciE/YBA7V6uxJIFde6VuYukGvuOJr.mwzLqk29e2PQL6HKmkaPvZ2,11/26,922,,,53
54,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,54
55,pending,2699.61,96824.15,15.0,37947.38,19714.56,2024-02-14 02:04:49,2024-08-16 02:04:49,738,43831.27,card,2a042ByQTdxgNK.SqCfAI8ls1OtrVQaljtjzh3FN0gedjQnGi0cYlkAHy,12/29,295,,,55
56,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,56
57,pending,2121.60,95498.63,5.02,96294.13,12042.54,2023-05-29 21:30:05,2023-09-12 21:30:05,836,37356.32,card,2a04m3/SHlClEA9fyE5p6h7W2uYV1063UZ6C8rXLX2g9lK1osMDkzHm5u,1/25,689,,,57
58,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,58
59,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,59
60,completed,4851.49,39715.95,5.18,94486.54,23233.54,2023-04-17 11:58:46,2023-10-02 11:58:46,875,147565.43,check,,,,2a0403MhVagXYQXfLaSBPJn7tuUosrMe5QbGROXukdp3zuzo3eQl2y/tS,2a04XpqnRpVmL1X5TetvQP1a3O4OLTfuxdKXLcFTzfp82FLFhXqoJd8aW,60
61,pending,1771.25,39457.96,13.4,117179.07,87276.77,2023-12-12 18:32:05,2024-06-02 18:32:05,510,50249.20,card,2a04R2RPOIJdcoCEW3qOqKIBj.THyAuP/qN0LSxZKm1Mx6wpEHRiJRoz.,12/26,103,,,61
62,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,62
63,completed,3815.17,32411.29,13.58,19159.02,97107.41,2023-02-26 00:50:30,2023-06-07 00:50:30,832,78761.48,check,,,,2a04c/XKOAY/MFT9p90Y7uQlUuiMgwOuGwKHHq17g9ebxp0Lncdx9slGm,2a04WMnr22ku4s.vzdxT3UQNeuD3.yt65.0WvLl19Pq5.R.M91olJDO2.,63
64,pending,4685.67,29839.46,15.46,49387.43,98944.17,2023-12-31 15:57:06,2024-05-22 15:57:06,613,193425.25,card,2a04qNXtDtoXArvz11yEbgIRE.LuBGh3sYKZXRLbU43WYKX2SQjsvlbnq,1/24,495,,,64
65,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,65
66,completed,3286.76,87587.94,16.65,70897.06,56575.93,2023-05-24 01:07:58,2023-10-07 01:07:58,628,118851.14,card,2a042wnTbOm6CDsoMrDSmWa5ueodCfyjKhL4ASbIWYqb9aToSabz8Axk.,6/28,864,,,66
67,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,67
68,pending,4428.61,34357.00,8.18,71272.70,45403.07,2023-01-08 00:32:44,2023-05-18 00:32:44,719,34126.33,check,,,,2a04rldGXZerNVwr3/ixxwD1oucVBkIWeVSBLgH2/XdaBs35Y99BtqLiW,2a04MLRXHSJRrVhx6n7aZIsnDuV6UP4JUhAne/PxshDADExkNLOZh3fb2,68
69,pending,414.27,102964.50,10.4,50743.70,26499.12,2023-09-14 04:49:13,2024-04-22 04:49:13,630,65819.33,check,,,,2a04w/ZUEcO4w92A52D.6yvmneFTLM2f9dwU6RxK6c..b1AG82035k.1a,2a04bLrGB92HLa.rcY3SxRfk4urom7/OnvgvcTp9KvOsCdNZsQ6S5wER.,69
70,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,70
71,completed,952.59,27688.24,15.39,103032.40,3939.58,2023-11-19 16:08:16,2024-04-30 16:08:16,664,146965.68,card,2a04R3AP22dUvkwyTEZHPWCam.NYEU0M8keYZGzqOBL27t2r6i9a17YhC,11/29,160,,,71
72,pending,4077.57,63914.95,15.0,9899.21,25375.42,2024-01-05 22:20:48,2024-06-25 22:20:48,767,170440.93,check,,,,2a04KzNgcTWQMnYbj8xN.RC42OPABu9cNUjM69nGF3.lv199s9xFo1SzC,2a04hoxGl3OrCGMAHghXmpaehORpIHNbeNy5RARkdZ9quRaoQDYYFBqSK,72
73,completed,1158.84,55200.28,10.82,18268.30,89048.11,2023-01-02 08:58:17,2023-07-18 08:58:17,730,81739.50,card,2a04eMfyFK8AXeiiiYe1RUs2.ufUKyD1U5oi9syN3bh8kr4UYcmPd5foG,9/26,685,,,73
74,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,74
75,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,75
76,completed,1740.57,87294.35,5.31,42774.88,91330.17,2023-10-11 12:41:21,2024-02-26 12:41:21,878,55623.13,card,2a042SxWFayY6LR9a56aU1M.GOR4Zgzr9ODUKn06WOCwQzDm8kt1GzGFK,11/25,339,,,76
77,pending,654.47,62702.58,12.86,4514.34,68050.33,2023-01-21 22:19:26,2023-09-20 22:19:26,854,107621.19,card,2a04wwj19wO0q/8hY1iJtDWaTOvroXI21DlJubxDLMDQAWcQ4JFhBgdMW,12/24,303,,,77
78,pending,1043.07,55964.28,6.1,21986.91,15600.08,2023-07-27 10:20:35,2024-03-27 10:20:35,772,197297.19,card,2a04HR4HAFNF3s2Aup5fRpx4HeyhBMfBewfzRQ70rle7A4axdaAzcPoZ.,9/29,773,,,78
79,completed,3634.95,80961.62,13.37,113224.10,100812.78,2023-01-02 06:56:36,2023-07-25 06:56:36,773,50185.88,card,2a04dqNA2grpuhKDxmuys7YF/OIrg7WMYSxEs0wCx7dvYCMMkcDDbK2KS,12/28,223,,,79
80,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,80
81,completed,2547.98,78051.72,10.93,26962.64,59410.88,2023-12-19 14:15:45,2024-04-26 14:15:45,518,33798.33,card,2a04MZ1YbRdjs/2KrnshokcFweVh2QPxdOiSy89gRUSxlCnG6Z.J..I0W,12/25,273,,,81
82,pending,1845.45,56670.79,8.08,77077.30,89668.12,2023-06-10 21:49:34,2024-01-18 21:49:34,776,124127.48,check,,,,2a04sfAMGZETYp4YtzD1PJGUYe41brnC7oWPDCx8RJObpwaqxHpR53WeG,2a04tTUU98v6cDFViA4.Rv5WCuE/9Wd4zlQ6D68rWZuG10.hVskCrIpRW,82
83,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,83
84,completed,1572.05,19591.05,11.88,65565.10,113948.22,2023-12-26 03:56:38,2024-07-18 03:56:38,504,54643.66,card,2a045h./IpZMm/jmkJU0xVLWNu3c6oJ069k1Fe0LfLUJZbWhGMGJyQN1a,12/25,521,,,84
85,completed,653.21,34761.90,10.93,53313.40,11798.69,2023-08-04 03:27:12,2024-03-29 03:27:12,507,54725.14,check,,,,2a04039/Xhb2njScrwZ4oIR/XuLqW1RwQbe82y5WkTs.O8tdUMqYxZp/W,2a04iiGdUZCzffYzTESc1xWdY.tAWVS7e8GGEznt3QX3dDFFvBLy4ZAuK,85
86,pending,2311.37,116756.97,10.94,69833.80,78371.56,2023-04-21 07:44:18,2023-10-13 07:44:18,858,175194.33,check,,,,2a04HtmcyZ3WjRBmrUgDfFdteOW0OOv82Yrh8odlq/Cwu82yoT7YJ987G,2a04cf.6kttXcd1Wd5hyazOJGeWWEEY.YMD58lk5IDO4hzNK29wC4pyjO,86
87,completed,4661.07,68233.21,10.74,85305.78,8527.32,2023-02-28 09:26:11,2023-06-25 09:26:11,751,109630.26,card,2a04u/4UoxDYnB82cJ0/C1KSTOTwIbxztDmNAN1lxflpquVQKmjLCKxde,4/25,942,,,87
88,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,88
89,pending,621.67,499.18,16.06,607.90,14787.12,2023-12-06 16:33:13,2024-03-31 16:33:13,883,193134.35,card,2a04hJnpDPtjkiRifCQ2B8rW0OZiOfRe2s/xW.GZxzuVM1JrcVXrpCskK,11/29,269,,,89
90,pending,3154.60,54814.07,10.66,49831.07,37125.61,2024-02-27 08:09:54,2024-10-10 08:09:54,537,99708.25,check,,,,2a04GU13goHqz.7HFZUMEEXhVOWAPeTPTS..cUnEDxYTp30bmZ53vcVKS,2a04.O5umSdrSobcTNfKBlJkIORvTq0w4RrMy7ATqvUOndexO20gkHmcG,90
91,completed,2221.58,29749.76,10.87,19918.14,43815.83,2023-03-08 04:32:59,2023-09-30 04:32:59,503,82987.04,check,,,,2a04E0yFj22zvfnuoJEPywrvMuxZiUgHkpQLmmrAMKnq6BMdJa8k5Z3qS,2a04kdgqQwrtO8R/v03r9Bb6WOtK8DLyFm3ult.CyaDwWk4uROsbkvpsC,91
92,completed,4619.32,91443.00,9.23,23768.00,1351.00,2023-02-21 17:23:22,2023-07-23 17:23:22,661,120404.50,card,2a04NDqtwgBGFoVBKkVFPOlAU.ITWNmwRATeHeyRrARn0FgvsOYAeumna,12/26,977,,,92
93,completed,177.42,52190.10,15.31,59509.97,24447.67,2023-02-10 19:37:04,2023-06-15 19:37:04,741,52873.80,check,,,,2a04L3VBIKxkpF.HzChWT08s8epy41BpEvrKP5Aa7EmQptgDP.hEU9/EW,2a04rU1nkI/uazmJANxtFbzJC..p7nrsjic11wsESEaHyht8xkYugfljy,93
94,pending,365.15,23869.84,15.54,66660.57,59385.54,2024-02-08 02:26:01,2024-09-04 02:26:01,664,167940.60,card,2a04z8bQ1j0EXaxrT8gogP2hn.Ez.9gwdty34Ffyz4x67Re0eSMF5ibo2,11/28,200,,,94
95,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,95
96,pending,1628.67,6106.94,9.18,85245.48,114373.84,2024-03-04 22:42:46,2024-07-02 22:42:46,732,150946.25,card,2a04owsDkprEaidJzNvQEajRdO.vOVA9RWuFrmyrAM.1xbXLJRfZzJ2qW,7/24,090,,,96
97,pending,4625.85,10678.71,9.04,38374.86,7982.49,2023-04-10 03:25:32,2023-12-08 03:25:32,518,35547.78,card,2a040J7YGAk0qHboSBhl.wSN8.1nNG.bG/Wn941ZLHCZHa/soAL9rgxcu,12/24,396,,,97
98,pending,1157.72,96469.92,9.89,109150.75,8264.52,2023-06-24 18:19:13,2024-02-23 18:19:13,552,171440.19,check,,,,2a04gBS4KazEDJHRu7v2eVgJC.7kGDpw/kf8vkh0/GK8vl/kR1RRH3zVK,2a04e9QiXd8JypkAKhReXWv2VudW9SZEtu1v.7jWzJ8uWzo17sJrXDgR.,98
99,none,,,,,,1970-01-01 00:00:02,1970-01-01 00:00:02,,,none,,,,,,99
100,completed,4843.89,106010.11,7.97,15794.76,37188.44,2023-12-09 13:19:44,2024-04-13 13:19:44,852,118414.66,card,2a04oG80JC5H1Od44XqIk.XEk.XmsvNXmMk2lN8KCCnU7OlKABYlKq1oe,11/27,841,,,100
